Gemeindeschlüsselnummer;Gemeindename;€/m²
65320005005;Dietzhölztal;5,27
65320006006;Dillenburg, Oranienstadt;5,9
65320007007;Driedorf;4,96
65320008008;Ehringshausen;5,85
65320009009;Eschenburg;5,47
65320010010;Greifenstein;4,95
65320011011;Haiger, Stadt;5,65
65320012012;Herborn, Stadt;6,15
65320013013;Hohenahr;5,25
65320014014;Hüttenberg;6,12
65320015015;Lahnau;6,58
65320016016;Leun, Stadt;5,68
65320017017;Mittenaar;5,51
65320018018;Schöffengrund;5,62
65320019019;Siegbach;4,26
65320020020;Sinn;5,85
65320021021;Solms, Stadt;5,88
65320022022;Waldsolms;5,47
65320023023;Wetzlar, Stadt;7,17
65330001001;Beselich;5,49
65330002002;Brechen;5,75
65330003003;Bad Camberg, Stadt;6,97
65330004004;Dornburg;5,23
65330005005;Elbtal;5,81
65330006006;Elz;6,13
65330007007;Hadamar, Stadt;6,04
65330008008;Hünfelden;5,69
65330009009;Limburg a. d. Lahn, Kreisstadt;6,61
65330010010;Löhnberg;5,91
65330011011;Mengerskirchen, Marktflecken;5,07
65330012012;Merenberg, Marktflecken;5,41
65330013013;Runkel, Stadt;5,62
65330014014;Selters (Taunus);5,71
65330015015;Villmar, Marktflecken;5,52
65330016016;Waldbrunn (Westerwald);5,01
65330017017;Weilburg, Stadt;5,89
65330018018;Weilmünster, Marktflecken;5,4
65330019019;Weinbach;5,17
65340001001;Amöneburg, Stadt;5,74
65340002002;Angelburg;5,17
65340003003;Bad Endbach;5,13
65340004004;Biedenkopf, Stadt;5,38
65340005005;Breidenbach;5,16
65340006006;Cölbe;6,76
65340007007;Dautphetal;5,58
65340008008;Ebsdorfergrund;6,4
65340009009;Fronhausen;6,33
65340010010;Gladenbach, Stadt;5,91
65340011011;Kirchhain, Stadt;6,03
65340012012;Lahntal;6,35
65340013013;Lohra;5,52
65340014014;Marburg, Universitätsstadt;8,74
65340015015;Münchhausen;4,84
65340016016;Neustadt (Hessen), Stadt;5,13
65340017017;Rauschenberg, Stadt;5,44
65340018018;Stadtallendorf, Stadt;5,54
65340019019;Steffenberg;5,12
65340020020;Weimar (Lahn);7,02
65340021021;Wetter (Hessen), Stadt;5,57
65340022022;Wohratal;4,94
65350001001;Alsfeld, Stadt;5,61
65350002002;Antrifttal;4,43
65350003003;Feldatal;4,2
65350004004;Freiensteinau;4,27
65350005005;Gemünden (Felda);4,5
65350006006;Grebenau, Stadt;4,53
65350007007;Grebenhain;4,46
65350008008;Herbstein, Stadt;4,62
65350009009;Homberg (Ohm), Stadt;5,17
65350010010;Kirtorf, Stadt;4,71
65350011011;Lauterbach (Hessen), Kreisstadt;5,33
65350012012;Lautertal (Vogelsberg);4
65350013013;Mücke;5,15
65350014014;Romrod, Stadt;4,71
65350015015;Schlitz, Stadt;4,61
65350016016;Schotten, Stadt;5,51
65350017017;Schwalmtal (Landkreis Vogelsbergkreis);4,37
65350018018;Ulrichstein, Stadt;4,47
65350019019;Wartenberg;4,78
66110000000;Kassel, documenta-Stadt;6,77
66310001001;Bad Salzschlirf;5,38
66310002002;Burghaun, Marktgemeinde;5,08
66310003003;Dipperz;5,38
66310004004;Ebersburg;4,55
66310005005;Ehrenberg (Rhön);4,45
66310006006;Eichenzell;5,63
66310007007;Eiterfeld, Marktgemeinde;4,85
66310008008;Flieden;5,02
66310009009;Fulda, Stadt;6,73
66310010010;Gersfeld (Rhön), Stadt;5,23
66310011011;Großenlüder;5,15
66310012012;Hilders, Marktgemeinde;4,7
66310013013;Hofbieber;5,51
66310014014;Hosenfeld;4,42
66310015015;Hünfeld, Konrad-Zuse-Stadt;5,75
66310016016;Kalbach;4,54
66310017017;Künzell;6,32
66310018018;Neuhof (Landkreis Fulda);5,12
66310019019;Nüsttal;4,95
66310020020;Petersberg (Landkreis Fulda);6,56
66310021021;Poppenhausen (Wasserkuppe);4,68
66310022022;Rasdorf, Point-Alpha-Gemeinde;3,92
66310023023;Tann (Rhön), Stadt;4,77
66320001001;Alheim;4,56
66320002002;Bad Hersfeld, Kreisstadt;5,94
66320003003;Bebra, Stadt;5,11
66320004004;Breitenbach a. Herzberg;4,59
66320005005;Cornberg;4,23
66320006006;Friedewald (Landkreis Hersfeld-Rotenburg);5,19
66320007007;Hauneck;4,88
66320008008;Haunetal, Marktgemeinde;4,79
66320009009;Heringen (Werra), Stadt;4,7
66320010010;Hohenroda;4,18
66320011011;Kirchheim (Landkreis Hersfeld-Rotenburg);4,92
66320012012;Ludwigsau;4,94
66320013013;Nentershausen (Landkreis Hersfeld-Rotenburg);4,15
66320014014;Neuenstein;4,94
66320015015;Niederaula, Marktgemeinde;4,92
66320016016;Philippsthal (Werra), Marktgemeinde;4,6
66320017017;Ronshausen;4,74
66320018018;Rotenburg a. d. Fulda, Stadt;5,21
66320019019;Schenklengsfeld;4,54
66320020020;Wildeck;5
66330001001;Ahnatal;6,13
66330002002;Bad Karlshafen, Stadt;4,38
66330003003;Baunatal, Stadt;6,18
66330004004;Breuna;4,51
66330005005;Calden;5,24
66330006006;Bad Emstal;5,1
66330007007;Espenau;5,78
66330008008;Fuldabrück;6,1
66330009009;Fuldatal;6,06
66330010010;Grebenstein, Stadt;4,76
66330011011;Habichtswald;5,78
66330012012;Helsa;5,82
66330013013;Hofgeismar, Stadt;5,19
66330014014;Immenhausen, Stadt;5,03
66330015015;Kaufungen;6,26
66330016016;Liebenau, Stadt;4
66330017017;Lohfelden;6,38
66330018018;Naumburg, Stadt;4,37
66330019019;Nieste;5,46
66330020020;Niestetal;6,65
66330022022;Reinhardshagen;5,08
66330023023;Schauenburg;5,83
66330024024;Söhrewald;5,38
66330025025;Trendelburg, Stadt;4,13
66330026026;Vellmar, Stadt;6,54
66330028028;Wolfhagen, Hans-Staden-Stadt;5,02
66330029029;Zierenberg, Stadt;5,01
66330030030;Wesertal;4,38
66340001001;Borken (Hessen), Stadt;5,19
66340002002;Edermünde;5,47
66340003003;Felsberg, Stadt;4,94
66340004004;Frielendorf, Marktflecken;4,47
66340005005;Fritzlar, Dom- und Kaiserstadt;5,71
66340006006;Gilserberg;4,69
66340007007;Gudensberg, Stadt;5,8
66340008008;Guxhagen;5,36
66340009009;Homberg (Efze), Reformationsstadt, Kreisstadt;5,15
66340010010;Jesberg;4,32
66340011011;Knüllwald;4,59
66340012012;Körle;5,05
66340013013;Malsfeld;5,12
66340014014;Melsungen, Stadt;5,9
66340015015;Morschen;4,49
66340016016;Neuental;4,21
66340017017;Neukirchen, Stadt;4,76
66340018018;Niedenstein, Stadt;5,6
66340019019;Oberaula;4,75
66340020020;Ottrau;3,93
66340021021;Schrecksbach;4,47
66340022022;Schwalmstadt, Konfirmationsstadt;5,17
66340023023;Schwarzenborn, Stadt;6,61
66340024024;Spangenberg, Liebenbachstadt;4,61
66340025025;Wabern;5,31
66340026026;Willingshausen;4,88
66340027027;Bad Zwesten;5,36
66350001001;Allendorf (Eder);4,84
66350002002;Bad Arolsen, Stadt;5,34
66350003003;Bad Wildungen, Stadt;5,35
66350004004;Battenberg (Eder), Stadt;5,39
66350005005;Bromskirchen;4,93
66350006006;Burgwald;4,89
66350007007;Diemelsee;4,55
66350008008;Diemelstadt, Stadt;4,55
66350009009;Edertal, Nationalparkgemeinde;4,59
66350010010;Frankenau, Nationalparkstadt;4,26
66350011011;Frankenberg (Eder), Philipp-Soldan-Stadt;5,14
66350012012;Gemünden (Wohra), Stadt;4,56
66350013013;Haina (Kloster);4,32
66350014014;Hatzfeld (Eder), Stadt;4,26
66350015015;Korbach, Hansestadt, Kreisstadt;5,25
66350016016;Lichtenfels, Stadt;4,59
66350017017;Rosenthal, Stadt;4,44
66350018018;Twistetal;4,43
66350019019;Vöhl;4,28
66350020020;Volkmarsen, Stadt;4,36
66350021021;Waldeck, Nationalparkstadt;4,55
66350022022;Willingen (Upland);5,7
66360001001;Bad Sooden-Allendorf, Stadt;5,23
66360002002;Berkatal;4,08
66360003003;Eschwege, Kreisstadt;4,77
66360004004;Großalmerode, Stadt;4,64
66360005005;Herleshausen;4,42
66360006006;Hessisch Lichtenau, Stadt;5,04
66360007007;Meinhard;4,54
66360008008;Meißner;3,8
66360009009;Neu-Eichenberg;4,86
66360010010;Ringgau;4,1
66360011011;Sontra, Stadt;4,42
66360012012;Waldkappel, Stadt;4,18
66360013013;Wanfried, Stadt;4,68
66360014014;Wehretal;4,48
66360015015;Weißenborn (Landkreis Werra-Meißner-Kreis);3,53
66360016016;Witzenhausen, Stadt;5,09
71110000000;Koblenz, Stadt;7,45
71310007007;Bad Neuenahr-Ahrweiler, Stadt;7,27
71310070070;Remagen, Stadt;6,76
71310077077;Sinzig, Stadt;6,13
71310090090;Grafschaft;6,39
71315001001;Adenau, Stadt;5,64
71315001004;Antweiler;4,62
71315001005;Aremberg;4,99
71315001008;Barweiler;4,91
71315001009;Bauler (Landkreis Ahrweiler);3,68
71315001015;Dankerath;4,55
71315001018;Dorsel;4,48
71315001021;Eichenbach;4,34
71315001022;Fuchshofen;3,73
71315001026;Harscheid;3,99
71315001028;Herschbroich;4,32
71315001030;Hoffeld (Landkreis Ahrweiler);4,32
71315001032;Honerath;4
71315001033;Hümmel;4,41
71315001034;Insul;4,72
71315001037;Kaltenborn;4,29
71315001042;Kottenborn;4,41
71315001044;Leimbach (Landkreis Ahrweiler);4,7
71315001050;Meuspath;7,12
71315001051;Müllenbach (Landkreis Ahrweiler);4,93
71315001052;Müsch;4,68
71315001058;Nürburg;7,7
71315001062;Ohlenhard;4,84
71315001065;Pomster;4,17
71315001066;Quiddelbach;5,19
71315001069;Reifferscheid;4,05
71315001072;Rodder;4,67
71315001074;Schuld;4,62
71315001075;Senscheid;
71315001076;Sierscheid;5,13
71315001079;Trierscheid;3,89
71315001082;Wershofen;4,72
71315001083;Wiesemscheid;4,94
71315001084;Wimbach;5,23
71315001085;Winnerath;4,2
71315001086;Wirft;5,59
71315001501;Dümpelfeld;4,6
71315002002;Ahrbrück;4,91
71315002003;Altenahr;5,74
71315002011;Berg (Landkreis Ahrweiler);5,37
71315002017;Dernau;5,69
71315002027;Heckenbach;5,78
71315002029;Hönningen;4,45
71315002036;Kalenborn (Landkreis Ahrweiler);5,8
71315002039;Kesseling;5,54
71315002040;Kirchsahr;4,93
71315002047;Lind (Landkreis Ahrweiler);4,35
71315002049;Mayschoß;5,04
71315002068;Rech;5,33
71315003006;Bad Breisig, Stadt;6,23
71315003014;Brohl-Lützing;5,14
71315003025;Gönnersdorf (Landkreis Ahrweiler);4,9
71315003081;Waldorf;5,11
71315004016;Dedenbach;4,95
71315004041;Königsfeld (Landkreis Ahrweiler);4,96
71315004054;Niederdürenbach;4,86
71315004055;Niederzissen;5,44
71315004059;Oberdürenbach;4,96
71315004060;Oberzissen;4,74
71315004073;Schalkenbach;5,36
71315004201;Brenk;4,32
71315004202;Burgbrohl;5,41
71315004204;Galenberg;4,25
71315004205;Glees;4,99
71315004206;Hohenleimbach;4,53
71315004208;Spessart;4,72
71315004209;Wassenach;4,84
71315004210;Wehr;4,68
71315004211;Weibern;5,02
71315004502;Kempenich;4,79
71325003018;Daaden, Stadt;5,5
71325003019;Derschen;4,82
71325003026;Emmerzhausen;4,22
71325003036;Friedewald (Landkreis Altenkirchen (Westerwald));4,87
71325003050;Herdorf, Stadt;5,34
71325003068;Mauden;4,36
71325003075;Niederdreisbach;4,87
71325003079;Nisterberg;4,06
71325003101;Schutzbach;4,66
71325003113;Weitefeld;5
71325006007;Birkenbeul;4,54
71325006010;Bitzen;4,48
71325006013;Breitscheidt;4,93
71325006014;Bruchertseifen;4,69
71325006028;Etzbach;5,06
71325006034;Forst (Landkreis Altenkirchen (Westerwald));4,79
71325006038;Fürthen;5,39
71325006044;Hamm (Sieg);5,2
71325006077;Niederirsen;4,98
71325006091;Pracht;5,08
71325006096;Roth (Landkreis Altenkirchen (Westerwald));4,84
71325006102;Seelbach bei Hamm (Sieg);4,46
71325007012;Brachbach;5,41
71325007037;Friesenhagen;4,99
71325007045;Harbach;4,6
71325007063;Kirchen (Sieg), Stadt;5,26
71325007072;Mudersbach;5,77
71325007076;Niederfischbach;5,53
71325008008;Birken-Honigsessen;5,01
71325008011;Mittelhof;4,58
71325008054;Hövels;4,4
71325008080;Katzwinkel (Sieg);4,65
71325008105;Selbach (Sieg);4,9
71325008117;Wissen, Stadt;5,12
71325009002;Alsdorf;5,13
71325009006;Betzdorf, Stadt;5,3
71325009020;Dickendorf;5,35
71325009024;Elben;4,66
71325009025;Elkenroth;4,88
71325009030;Fensdorf;4,27
71325009039;Gebhardshain;5,1
71325009042;Grünebach;4,77
71325009059;Kausen;4,59
71325009066;Malberg;5,05
71325009071;Molzhain;4,36
71325009073;Nauroth;4,89
71325009095;Rosenheim (Landkreis Altenkirchen);4,73
71325009098;Scheuerfeld;5,31
71325009107;Steinebach/ Sieg;4,79
71325009108;Steineroth;5,01
71325009111;Wallmenroth;5,33
71325010001;Almersbach;4,53
71325010004;Bachenberg;4,31
71325010005;Berzhausen;4,74
71325010009;Birnbach;4,83
71325010015;Bürdenbach;5,63
71325010016;Burglahr;5,23
71325010017;Busenhausen;4,49
71325010022;Eichelhardt;4,55
71325010023;Eichen;5,34
71325010027;Ersfeld;4,86
71325010029;Eulenberg;4,35
71325010031;Fiersbach;4,23
71325010032;Flammersfeld;5,53
71325010033;Fluterschen;4,6
71325010035;Forstmehren;4,91
71325010040;Gieleroth;4,63
71325010041;Giershausen;5,16
71325010043;Güllesheim;4,99
71325010046;Hasselbach;5,21
71325010047;Helmenzen;4,88
71325010048;Helmeroth;4,07
71325010049;Hemmelzen;4,72
71325010051;Heupelzen;4,51
71325010052;Hilgenroth;4,17
71325010053;Hirz-Maulsbach;4,49
71325010055;Horhausen (Westerwald);5,81
71325010056;Idelberg;
71325010057;Ingelbach;4,88
71325010058;Isert;3,6
71325010060;Kescheid;3,4
71325010061;Kettenhausen;4,7
71325010062;Kircheib;5,05
71325010064;Kraam;4,47
71325010065;Krunkel;4,77
71325010067;Mammelzen;4,78
71325010069;Mehren;4,89
71325010070;Michelbach (Westerwald);4,89
71325010078;Niedersteinebach;5,24
71325010081;Obererbach (Westerwald);4,3
71325010082;Oberirsen;4,46
71325010083;Oberlahr;5,08
71325010085;Obersteinebach;5,06
71325010086;Oberwambach;4,34
71325010087;Ölsen;5,13
71325010088;Orfgen;4,04
71325010089;Peterslahr;5,18
71325010090;Pleckhausen;5,26
71325010092;Racksen;
71325010093;Reiferscheid;4,87
71325010094;Rettersen;4,99
71325010097;Rott;5,14
71325010099;Schöneberg;4,58
71325010100;Schürdt;4,7
71325010103;Seelbach (Westerwald);4,63
71325010104;Seifen;4,83
71325010106;Sörth;4,55
71325010109;Stürzelbach;4,01
71325010110;Volkerzen;3,89
71325010112;Walterschen;4,56
71325010114;Werkhausen;4,31
71325010115;Weyerbusch;5,22
71325010116;Willroth;5,85
71325010118;Wölmersen;4,58
71325010119;Ziegenhain;4,77
71325010201;Berod bei Hachenburg;4,67
71325010501;Altenkirchen (Westerwald), Stadt;5,53
71325010502;Neitersen;7,45
71330006006;Bad Kreuznach, Stadt;6,56
71335001003;Altenbamberg;5,51
71335001012;Biebelsheim;6
71335001030;Feilbingert;5,2
71335001031;Frei-Laubersheim;5,46
71335001032;Fürfeld;5,05
71335001037;Hackenheim;6,28
71335001039;Hallgarten;5,26
71335001045;Hochstätten;4,93
71335001069;Neu-Bamberg;5,41
71335001078;Pfaffen-Schwabenheim;6,12
71335001080;Pleitersheim;5,66
71335001104;Tiefenthal (Landkreis Bad Kreuznach);5,98
71335001106;Volxheim;5,83
71335006002;Allenfeld;5,13
71335006004;Argenschwang;5
71335006013;Bockenau;4,92
71335006014;Boos (Landkreis Bad Kreuznach);5,16
71335006015;Braunweiler;4,91
71335006019;Burgsponheim;4,76
71335006021;Dalberg;6,3
71335006027;Duchroth;4,49
71335006033;Gebroth;4,3
71335006036;Gutenberg;5,8
71335006040;Hargesheim;6,41
71335006044;Hergenfeld;4,53
71335006048;Hüffelsheim;5,48
71335006061;Mandel;4,85
71335006068;Münchwald;5,18
71335006070;Niederhausen;5,43
71335006071;Norheim;5,56
71335006074;Oberhausen an der Nahe;5,42
71335006075;Oberstreit;4,94
71335006086;Roxheim;6,44
71335006088;Sankt Katharinen;4,77
71335006089;Schloßböckelheim;5,31
71335006098;Sommerloch;5,26
71335006099;Spabrücken;5,49
71335006100;Spall;5,85
71335006101;Sponheim;5,11
71335006105;Traisen;5,73
71335006107;Waldböckelheim;5,65
71335006109;Wallhausen (Landkreis Bad Kreuznach);5,41
71335006112;Weinsheim (Landkreis Bad Kreuznach);5,65
71335006115;Winterbach (Landkreis Bad Kreuznach);3,97
71335006117;Rüdesheim;6,16
71335009008;Bärenbach;5,02
71335009010;Becherbach bei Kirn;4,75
71335009016;Brauweiler;4,17
71335009038;Hahnenbach;5,09
71335009041;Heimweiler;5,97
71335009042;Heinzenberg;8
71335009043;Hennweiler;4,37
71335009046;Hochstetten-Dhaun;4,39
71335009047;Horbach;
71335009052;Kirn, Stadt;5,26
71335009059;Limbach;4,01
71335009063;Meckenbach;4,21
71335009073;Oberhausen bei Kirn;4,63
71335009077;Otzweiler;4,78
71335009096;Simmertal;5
71335009113;Weitersborn;4,69
71335009201;Bruschied;7,05
71335009202;Kellenbach;4,58
71335009203;Königsau;
71335009204;Schneppenbach;4,13
71335009205;Schwarzerden;3,77
71335010001;Abtweiler;4,61
71335010005;Auen;4,38
71335010009;Bärweiler;4,93
71335010011;Becherbach;4,35
71335010017;Breitenheim;4,38
71335010020;Callbach;4,19
71335010022;Daubach;3,05
71335010024;Desloch;3,52
71335010049;Hundsbach;3,68
71335010050;Ippenschied;5,15
71335010051;Jeckenbach;4,97
71335010053;Kirschroth;4,7
71335010055;Langenthal;4,05
71335010057;Lauschied;3,92
71335010058;Lettweiler;3,78
71335010060;Löllbach;3,3
71335010062;Martinstein;4,43
71335010064;Meddersheim;5,06
71335010065;Meisenheim, Stadt;5,63
71335010066;Merxheim;4,71
71335010067;Monzingen;5,12
71335010072;Nußbaum;4,92
71335010076;Odernheim am Glan;5,3
71335010081;Raumbach;4,54
71335010082;Rehbach;
71335010083;Rehborn;4,68
71335010084;Reiffelbach;4,72
71335010090;Schmittweiler;4,01
71335010092;Schweinschied;2,77
71335010094;Seesbach;3,87
71335010102;Staudernheim;4,86
71335010111;Weiler bei Monzingen;4,89
71335010116;Winterburg;4,27
71335010501;Bad Sobernheim, Stadt;5,71
71335011018;Bretzenheim;6,42
71335011023;Daxweiler;4,68
71335011025;Dörrebach;5,05
71335011026;Dorsheim;6,45
71335011028;Eckenroth;6,05
71335011035;Guldental;5,69
71335011054;Langenlonsheim;6,69
71335011056;Laubenheim;6,11
71335011085;Roth;6,15
71335011087;Rümmelsheim;6,21
71335011091;Schöneberg;5,42
71335011093;Schweppenhausen;5,9
71335011095;Seibersbach;5,17
71335011103;Stromberg, Stadt;6,25
71335011108;Waldlaubersheim;5,26
71335011110;Warmsroth;5,62
71335011114;Windesheim;5,55
71340045045;Idar-Oberstein, Stadt;4,81
71345001005;Baumholder, Stadt;4,93
71345001007;Berglangenbach;4,46
71345001008;Berschweiler bei Baumholder;4,79
71345001021;Eckersweiler;3,53
71345001026;Fohren-Linden;4,26
71345001027;Frauenberg;5,66
71345001033;Hahnweiler;3,56
71345001036;Heimbach;5,09
71345001051;Leitzweiler;4,14
71345001054;Mettweiler;5,95
71345001068;Reichenbach (Landkreis Birkenfeld);4,24
71345001073;Rohrbach (Landkreis Birkenfeld);4,36
71345001074;Rückweiler;3,93
71345001075;Ruschberg;5,03
71345002001;Abentheuer;4,18
71345002002;Achtelsbach;4,46
71345002010;Birkenfeld, Stadt;4,94
71345002011;Börfink;4,67
71345002015;Brücken;4,83
71345002016;Buhlenberg;4,99
71345002018;Dambach;5,54
71345002020;Dienstweiler;4,78
71345002022;Elchweiler;4,48
71345002023;Ellenberg (Landkreis Birkenfeld);3,47
71345002024;Ellweiler;4,77
71345002029;Gimbweiler;4,62
71345002031;Gollenberg (Landkreis Birkenfeld);2,66
71345002034;Hattgenstein;4,54
71345002042;Hoppstädten-Weiersbach;5,15
71345002048;Kronweiler;4,19
71345002050;Leisel;4,63
71345002053;Meckenbach (Landkreis Birkenfeld);4,42
71345002057;Niederbrombach;4,28
71345002058;Niederhambach;4,24
71345002061;Nohen;4,73
71345002062;Oberbrombach;4,34
71345002063;Oberhambach;4,94
71345002070;Rimsberg;3,24
71345002071;Rinzenberg;4,63
71345002072;Rötsweiler-Nockenthal;4,62
71345002078;Schmißberg;4,02
71345002080;Schwollen;4,85
71345002084;Siesbach;4,05
71345002085;Sonnenberg-Winnenberg;4,28
71345002094;Wilzenberg-Hußweiler;4,04
71345005003;Allenbach;4,66
71345005004;Asbach;4,1
71345005006;Bergen;4,63
71345005009;Berschweiler bei Kirn;5,07
71345005012;Bollenbach;3,54
71345005013;Breitenthal;3,75
71345005014;Bruchweiler;4,7
71345005017;Bundenbach;4,1
71345005019;Dickesbach;4,88
71345005025;Fischbach;5,32
71345005028;Gerach;4,38
71345005030;Gösenroth;4,55
71345005032;Griebelschied;5,44
71345005035;Hausen;4,03
71345005037;Hellertshausen;3,47
71345005038;Herborn;3,99
71345005039;Herrstein;4,47
71345005040;Hettenrodt;4,49
71345005041;Hintertiefenbach;3,87
71345005043;Horbruch;4,29
71345005044;Hottenbach;4,02
71345005046;Kempfeld;4,84
71345005047;Kirschweiler;5,1
71345005049;Krummenau;4,85
71345005052;Mackenrodt;3,79
71345005055;Mittelreidenbach;4,36
71345005056;Mörschied;5
71345005059;Niederhosenbach;4,19
71345005060;Niederwörresbach;4,37
71345005064;Oberhosenbach;4,4
71345005065;Oberkirn;3,68
71345005066;Oberreidenbach;4,24
71345005067;Oberwörresbach;4,54
71345005069;Rhaunen;4,45
71345005076;Schauren;4,42
71345005077;Schmidthachenbach;4,4
71345005079;Schwerbach;3,29
71345005081;Sensweiler;3,85
71345005082;Sien;4,35
71345005083;Sienhachenbach;4,49
71345005086;Sonnschied;3,65
71345005087;Stipshausen;4,8
71345005088;Sulzbach;3,59
71345005089;Veitsrodt;4,69
71345005090;Vollmersbach;3,73
71345005091;Weiden;3,97
71345005092;Weitersbach;3,87
71345005093;Wickenrodt;
71345005095;Wirschweiler;4,12
71345005502;Langweiler;4,56
71355001007;Beilstein;4,41
71355001012;Bremm;5,3
71355001015;Briedern;4,8
71355001017;Bruttig-Fankel;5,48
71355001020;Cochem, Stadt;5,85
71355001021;Dohr;4,51
71355001024;Ediger-Eller;5,64
71355001025;Ellenz-Poltersdorf;5,59
71355001027;Ernst;5,32
71355001029;Faid;4,9
71355001036;Greimersburg;4,57
71355001049;Klotten;4,9
71355001053;Lieg;4,2
71355001056;Lütz;4,37
71355001060;Mesenich;4,96
71355001065;Moselkern;4,55
71355001066;Müden (Mosel);4,48
71355001069;Nehren (Landkreis Cochem-Zell);5,78
71355001072;Pommern;4,43
71355001079;Senheim;4,74
71355001082;Treis-Karden;4,87
71355001086;Valwig;5,63
71355001090;Wirfus;5,48
71355002009;Binningen;4,31
71355002011;Brachtendorf;5,57
71355002014;Brieden;3,97
71355002016;Brohl;4,14
71355002022;Dünfus;4,71
71355002023;Düngenheim;5,06
