Gemeindeschlüsselnummer;Gemeindename;Personenanzahl
10625270040;Köthel (Kreis Stormarn);2
31030000000;Wolfsburg, Stadt;2
31530012012;Seesen, Stadt;2
31530019019;Langelsheim, Stadt;2
31540019019;Schöningen, Stadt;2
31540028028;Helmstedt, Stadt;2
31545401015;Mariental;2
31545403017;Räbke;2
31550010010;Nörten-Hardenberg, Flecken;2
31550011011;Northeim, Stadt;2
31550012012;Uslar, Stadt;2
31550013013;Einbeck, Stadt;2
31580039039;Schladen-Werla;2
31585407027;Schöppenstedt, Stadt;2
31590002002;Bad Grund (Harz);2
31590017017;Hann. Münden, Stadt;2
31590026026;Osterode am Harz, Stadt;2
31590036036;Walkenried;2
32410010010;Langenhagen, Stadt;2
32410015015;Seelze, Stadt;2
32515401020;Hüde;2
32540005005;Bad Salzdetfurth, Stadt;2
32545406043;Gronau (Leine), Stadt;2
32555401002;Bevern, Flecken;2
32555403004;Boffzen;2
32555403009;Derental;2
32555403014;Fürstenberg;2
32555403026;Lauenförde, Flecken;2
32555408005;Brevörde;2
32555408017;Hehlen;2
32555408033;Polle, Flecken;2
32555409028;Lüerdissen;2
32565409014;Hoya, Stadt;2
32570028028;Obernkirchen, Stadt;2
32570031031;Rinteln, Stadt;2
32575401008;Buchholz (Landkreis Schaumburg);2
32575401012;Heeßen;2
32575406024;Messenkamp;2
33510006006;Celle, Stadt;2
33510010010;Faßberg;2
33510024024;Winsen (Aller);2
33515403003;Beedenbostel;2
33525411046;Otterndorf, Stadt;2
33525411063;Cadenberge;2
33535402016;Hanstedt (Landkreis Harburg);2
33535402036;Undeloh;2
33545406006;Göhrde;2
33545406027;Zernien;2
33545407001;Bergen an der Dumme, Flecken;2
33545407002;Clenze, Flecken;2
33545407024;Waddeweitz;2
33545407026;Wustrow (Wendland), Stadt;2
33550049049;Amt Neuhaus;2
33555401002;Amelinghausen;2
33555401027;Oldendorf (Luhe);2
33555401029;Rehlingen;2
33555403010;Boitze;2
33555403013;Dahlenburg, Flecken;2
33555403037;Tosterglope;2
33555407021;Lüdersburg;2
33560011011;Worpswede;2
33570039039;Rotenburg (Wümme), Stadt;2
33580016016;Munster, Stadt;2
33580019019;Schneverdingen, Stadt;2
33580021021;Soltau, Stadt;2
33589501501;Osterheide, gemfr. Bezirk;2
33590010010;Buxtehude, Hansestadt;2
33590038038;Stade, Hansestadt;2
33595407030;Krummendeich;2
33605405023;Suderburg;2
33605408005;Bad Bodenteich, Flecken;2
33610012012;Verden (Aller), Stadt;2
34510002002;Bad Zwischenahn;2
34525401017;Marienhafe, Flecken;2
34550014014;Sande;2
34550020020;Wangerland;2
34550026026;Varel, Stadt;2
34570013013;Leer (Ostfriesland), Stadt;2
34610002002;Brake (Unterweser), Stadt;2
34610003003;Butjadingen;2
34610007007;Nordenham, Stadt;2
34625401010;Neuharlingersiel;2
40110000000;Bremen, Stadt;2
51120000000;Duisburg, Stadt;2
51140000000;Krefeld, Stadt;2
51160000000;Mönchengladbach, Stadt;2
51170000000;Mülheim an der Ruhr, Stadt;2
51190000000;Oberhausen, Stadt;2
51200000000;Remscheid, Stadt;2
51220000000;Solingen, Klingenstadt;2
51540008008;Emmerich am Rhein, Stadt;2
51540036036;Kleve, Stadt;2
51580004004;Erkrath, Fundort des Neanderthalers, Stadt;2
51580008008;Haan, Stadt;2
51580028028;Ratingen, Stadt;2
51580032032;Velbert, Stadt;2
51580036036;Wülfrath, Stadt;2
51660012012;Kempen, Stadt;2
51660032032;Viersen, Stadt;2
51700008008;Dinslaken, Stadt;2
51700024024;Moers, Stadt;2
51700028028;Neukirchen-Vluyn, Stadt;2
51700048048;Wesel, Stadt;2
53160000000;Leverkusen, Stadt;2
53580024024;Jülich, Stadt;2
53620012012;Brühl, Stadt;2
53660036036;Schleiden, Stadt;2
53780004004;Bergisch Gladbach, Stadt;2
53820008008;Bad Honnef, Stadt;2
53820060060;Siegburg, Stadt;2
55120000000;Bottrop, Stadt;2
55130000000;Gelsenkirchen, Stadt;2
55620004004;Castrop-Rauxel, Stadt;2
55620024024;Marl, Stadt;2
55620032032;Recklinghausen, Stadt;2
55620036036;Waltrop, Stadt;2
57110000000;Bielefeld, Stadt;2
57620004004;Bad Driburg, Stadt;2
57660044044;Lemgo, Stadt;2
57740008008;Bad Lippspringe, Stadt;2
57740032032;Paderborn, Stadt;2
59140000000;Hagen, Stadt der FernUniversität;2
59160000000;Herne, Stadt;2
59540008008;Ennepetal, Stadt der Kluterthöhle;2
59540016016;Hattingen, Stadt;2
59540024024;Schwelm, Stadt;2
59540028028;Sprockhövel, Stadt;2
59540032032;Wetter (Ruhr), Stadt;2
59620004004;Altena, Stadt;2
59620024024;Iserlohn, Stadt;2
59620032032;Lüdenscheid, Stadt;2
59700040040;Siegen, Universitätsstadt;2
59740028028;Lippstadt, Stadt;2
59740040040;Soest, Stadt;2
59780020020;Kamen, Stadt;2
59780024024;Lünen, Stadt;2
59780028028;Schwerte, Hansestadt an der Ruhr;2
59780036036;Unna, Stadt;2
64110000000;Darmstadt, Wissenschaftsstadt;2
64130000000;Offenbach am Main, Stadt;2
64140000000;Wiesbaden, Landeshauptstadt;2
64310012012;Hirschhorn (Neckar), Stadt;2
64330007007;Kelsterbach, Stadt;2
64340001001;Bad Homburg v. d. Höhe, Stadt;2
64340006006;Kronberg im Taunus, Stadt;2
64380009009;Neu-Isenburg, Stadt;2
64390004004;Geisenheim, Hochschulstadt;2
64390012012;Oestrich-Winkel, Stadt;2
64390013013;Rüdesheim am Rhein, Stadt;2
64390017017;Walluf;2
64400002002;Bad Nauheim, Stadt;2
65310007007;Heuchelheim a. d. Lahn;2
65320003003;Braunfels, Stadt;2
65350001001;Alsfeld, Stadt;2
66310009009;Fulda, Stadt;2
66320002002;Bad Hersfeld, Kreisstadt;2
66320018018;Rotenburg a. d. Fulda, Stadt;2
66330002002;Bad Karlshafen, Stadt;2
66330008008;Fuldabrück;2
66330020020;Niestetal;2
66350002002;Bad Arolsen, Stadt;2
66350003003;Bad Wildungen, Stadt;2
66350021021;Waldeck, Nationalparkstadt;2
66350022022;Willingen (Upland);2
66360013013;Wanfried, Stadt;2
66360016016;Witzenhausen, Stadt;2
71315001001;Adenau, Stadt;2
71315001021;Eichenbach;2
71315001030;Hoffeld (Landkreis Ahrweiler);2
71315001037;Kaltenborn;2
71315001044;Leimbach (Landkreis Ahrweiler);2
71315001052;Müsch;2
71315001062;Ohlenhard;2
71315001065;Pomster;2
71315001084;Wimbach;2
71315001501;Dümpelfeld;2
71315002027;Heckenbach;2
71315002039;Kesseling;2
71315004206;Hohenleimbach;2
71325008011;Mittelhof;2
71325009042;Grünebach;2
71325010049;Hemmelzen;2
71325010055;Horhausen (Westerwald);2
71325010057;Ingelbach;2
71325010064;Kraam;2
71325010085;Obersteinebach;2
71325010115;Weyerbusch;2
71325010501;Altenkirchen (Westerwald), Stadt;2
71330006006;Bad Kreuznach, Stadt;2
71335001069;Neu-Bamberg;2
71335006021;Dalberg;2
71340045045;Idar-Oberstein, Stadt;2
71345001005;Baumholder, Stadt;2
71345001027;Frauenberg;2
71345002058;Niederhambach;2
71345002071;Rinzenberg;2
71345002085;Sonnenberg-Winnenberg;2
71345005004;Asbach;2
71345005039;Herrstein;2
71345005046;Kempfeld;2
71345005067;Oberwörresbach;2
71345005090;Vollmersbach;2
71355001007;Beilstein;2
71355001012;Bremm;2
71355001017;Bruttig-Fankel;2
71355001024;Ediger-Eller;2
71355001025;Ellenz-Poltersdorf;2
71355001049;Klotten;2
71355001065;Moselkern;2
71355001066;Müden (Mosel);2
71355001079;Senheim;2
71355003008;Beuren (Landkreis Cochem-Zell);2
71355003035;Gillenbeuren;2
71355005001;Alf;2
71355005003;Altlay;2
71355005013;Briedel;2
71355005019;Bullay;2
71355005073;Pünderich;2
71355005076;Sankt Aldegund;2
71370068068;Mayen, Stadt;2
71375003001;Acht;2
71375003006;Arft;2
71375003055;Kottenheim;2
71375007224;Urbar (Landkreis Mayen-Koblenz);2
71375009217;Niederfell;2
71375009230;Winningen;2
71385002004;Bad Hönningen, Stadt;2
71385002038;Leutesdorf;2
71385004037;Leubsdorf (Landkreis Neuwied);2
71385005013;Döttesfeld;2
71385009061;Rengsdorf;2
71385009076;Waldbreitbach;2
71400501501;Boppard, Stadt;2
71405003021;Buch (Landkreis Rhein-Hunsrück-Kreis);2
71405003073;Korweiler;2
71405004151;Todenroth;2
71405008144;Simmern/ Hunsrück, Stadt;2
71405009016;Birkheim;2
71405009036;Emmelshausen, Stadt;2
71405009112;Oberwesel, Stadt;2
71405009117;Pfalzfeld;2
71405009133;Sankt Goar, Stadt;2
71415003029;Diez, Stadt;2
71415003030;Dörnberg;2
71415003059;Holzappel;2
71415007502;Diethardt;2
71415009031;Dörscheid;2
71415009109;Patersberg;2
71415009121;Sankt Goarshausen, Loreleystadt, Stadt;2
71415009138;Weyer;2
71415009501;Braubach, Stadt;2
71415010006;Bad Ems, Stadt;2
71415010041;Fachbach;2
71415010086;Miellen;2
71415010091;Nassau, Stadt;2
71415010139;Winden;2
71415011113;Reckenroth;2
71435001279;Nistertal;2
71435002241;Höchstenbach;2
71435004048;Montabaur, Stadt;2
71435007018;Freilingen;2
71435009293;Stahlhofen am Wiesensee;2
72310134134;Wittlich, Stadt;2
72315001041;Graach an der Mosel;2
72315001125;Ürzig;2
72315006054;Hilscheid;2
72315006123;Thalfang;2
72315008013;Bruch;2
72315008022;Dierscheid;2
72315008026;Eisenschmitt;2
72315008050;Heckenmünster;2
72315008108;Plein;2
72315009020;Diefenbach;2
72315009029;Enkirch;2
72315009132;Willwerscheid;2
72320018018;Bitburg, Stadt;2
72325001214;Dasburg;2
72325001234;Harspelt;2
72325001249;Kinzenburg;2
72325001267;Mauel;2
72325001301;Roscheid;2
72325001322;Waxweiler;2
72325005063;Irrel;2
72325005067;Körperich;2
72325005084;Muxerath;2
72325005088;Neuerburg, Stadt;2
72325005112;Roth an der Our;2
72325006304;Schönecken;2
72325007311;Spangdahlem;2
72325008045;Halsdorf;2
72325008057;Hütterscheid;2
72325008070;Kyllburg, Stadt;2
72325008075;Malberg;2
72325008203;Balesfeld;2
72325008331;Zendscheid;2
72335001008;Bleckhausen;2
72335001027;Gillenfeld;2
72335001042;Mehren (Landkreis Vulkaneifel);2
72335001063;Schalkenmehren;2
72335001067;Steineberg;2
72335001077;Utzerath;2
72335001084;Winkel (Eifel);2
72335001501;Daun, Stadt;2
72335004203;Berenbach;2
72335004205;Bodenbach;2
72335004210;Drees;2
72335004234;Retterath;2
72335004236;Sassen;2
72335004242;Uersfeld;2
72335006022;Esch;2
72335006023;Feusdorf;2
72335006026;Gerolstein, Stadt;2
72335006029;Hillesheim, Stadt;2
72335006033;Hohenfels-Essingen;2
72335006035;Jünkerath;2
72335006036;Kalenborn-Scheuern;2
72335006038;Kerpen (Eifel);2
72335006204;Birresborn;2
72335006223;Kopp;2
72335006239;Schüller;2
72335006240;Stadtkyll;2
72355001045;Hermeskeil, Stadt;2
72355001153;Züsch;2
72355004070;Korlingen;2
72355006060;Kenn;2
72355006125;Schweich, Stadt;2
72355007069;Kordel;2
72355008118;Saarburg, Stadt;2
73180000000;Speyer, Stadt;2
73200000000;Zweibrücken, Stadt;2
73320002002;Bad Dürkheim, Stadt;2
73320024024;Grünstadt, Stadt;2
73335007053;Oberhausen an der Appel;2
73335007072;Sitters;2
73335007083;Winterborn;2
73335007201;Rathskirchen;2
73355011022;Landstuhl, Sickingenstadt, Stadt;2
73365008014;Deimberg;2
73365008023;Eßweiler;2
73365008035;Hausweiler;2
73365008038;Heinzenhausen;2
73365008048;Jettenbach;2
73365008061;Medard;2
73365008075;Offenbach-Hundheim;2
73365008086;Relsberg;2
73365010006;Blaubach;2
73365010070;Oberalben;2
73365010089;Rutsweiler am Glan;2
73365010103;Welchweiler;2
73375001064;Ramberg;2
73375003028;Gleisweiler;2
73375005051;Leinsweiler;2
73390005005;Bingen am Rhein, Stadt;2
73390009009;Budenheim;2
73395001036;Manubach;2
73395001058;Trechtingshausen;2
73405001004;Dahn, Stadt;2
73405001029;Ludwigswinkel;2
73405001034;Nothweiler;2
73405001039;Rumbach;2
73405002014;Hauenstein;2
73405002020;Hinterweidenthal;2
73405003028;Lemberg;2
73405003048;Schweix;2
73405004038;Rodalben, Stadt;2
73405006054;Waldfischbach-Burgalben;2
73405008203;Bechhofen;2
73405008211;Hornbach, Stadt;2
81110000000;Stuttgart, Landeshauptstadt;2
81180019019;Gerlingen, Stadt;2
81285001007;Bad Mergentheim, Stadt;2
82120000000;Karlsruhe, Stadt;2
82150017017;Ettlingen, Stadt;2
82210000000;Heidelberg, Stadt;2
82260009009;Brühl;2
82260012012;Dossenheim;2
82260084084;Schwetzingen, Stadt;2
82265005056;Neckargemünd, Stadt;2
82355003018;Dobel;2
82355004008;Bad Liebenzell, Stadt;2
82355008079;Bad Wildbad, Stadt;2
82360030030;Ispringen;2
83110000000;Freiburg im Breisgau, Stadt;2
83155005047;Gundelfingen;2
83155007073;Merzhausen;2
83155008052;Hinterzarten;2
83165001009;Denzlingen;2
83175001118;Sasbachwalden;2
83255004051;Schiltach, Stadt;2
83260003003;Bad Dürrheim, Stadt;2
83265002017;Furtwangen im Schwarzwald, Stadt;2
83265002020;Gütenbach;2
83265003054;Schönwald im Schwarzwald;2
83350063063;Radolfzell am Bodensee, Stadt;2
83355003061;Öhningen;2
83355004002;Allensbach;2
83355004066;Reichenau;2
83365005006;Bad Bellingen;2
83375003125;Küssaberg;2
83375005096;Bad Säckingen, Stadt;2
83375006045;Häusern;2
83375006051;Höchenschwand;2
83375006059;Ibach;2
83375006097;St. Blasien, Stadt;2
84355001030;Langenargen;2
84355002024;Immenstaad am Bodensee;2
84355004010;Daisendorf;2
84355004018;Hagnau am Bodensee;2
84355004066;Uhldingen-Mühlhofen;2
84365005082;Weingarten, Stadt;2
84375006104;Sigmaringen, Stadt;2
91610000000;Ingolstadt;2
91630000000;Rosenheim;2
91710111111;Altötting, St;2
91710112112;Burghausen, St;2
91720116116;Berchtesgaden, M;2
91720117117;Bischofswiesen;2
91720118118;Freilassing, St;2
91720128128;Piding;2
91730112112;Bad Tölz, St;2
91735107113;Benediktbeuern;2
91760123123;Eichstätt, GKSt;2
91790123123;Germering, GKSt;2
91800116116;Farchant;2
91800124124;Murnau a.Staffelsee, M;2
91800126126;Oberau;2
91805133113;Bad Bayersoien;2
91805136114;Eschenlohe;2
91810114114;Dießen am Ammersee, M;2
91820112112;Bayrischzell;2
91820116116;Gmund a.Tegernsee;2
91820131131;Schliersee, M;2
91830128128;Mühldorf a.Inn, St;2
91870117117;Bad Aibling, St;2
91870148148;Kiefersfelden;2
91870157157;Oberaudorf;2
91870182182;Wasserburg a.Inn, St;2
91875160138;Gstadt a.Chiemsee;2
91880124124;Herrsching a.Ammersee;2
91880132132;Seefeld (Landkreis Starnberg);2
91890114114;Chieming;2
91890120120;Grassau, M;2
91890140140;Ruhpolding;2
91890141141;Schleching;2
91890155155;Traunstein, GKSt;2
91890160160;Unterwössen;2
91895166113;Bergen (Landkreis Traunstein);2
91895169129;Marquartstein;2
92720118118;Freyung, St;2
92750124124;Bad Griesbach i.Rottal, St;2
92750130130;Kirchham;2
92760117117;Bodenmais, M;2
92760148148;Zwiesel, St;2
92765238142;Ruhmannsfelden, M;2
92770145145;Simbach a.Inn, St;2
93770154154;Tirschenreuth, St;2
93775347141;Mitterteich, St;2
93775351159;Wiesau, M;2
94720116116;Bad Berneck i.Fichtelgebirge, St;2
94720138138;Fichtelberg;2
94720175175;Pegnitz, St;2
94720198198;Warmensteinach;2
94740126126;Forchheim, GKSt;2
94750136136;Helmbrechts, St;2
94750154154;Münchberg, St;2
94750156156;Naila, St;2
94750162162;Rehau, St;2
94750168168;Schwarzenbach a.d.Saale, St;2
94750169169;Schwarzenbach a.Wald, St;2
94755428146;Lichtenberg, St;2
94760145145;Kronach, St;2
94760159159;Nordhalben, M;2
94765433166;Reichenbach (Landkreis Kronach);2
94775436117;Grafengehaig, M;2
94790112112;Arzberg, St;2
94790135135;Marktleuthen, St;2
94790136136;Marktredwitz, GKSt;2
94790150150;Schönwald, St;2
94790166166;Weißenstadt, St;2
94790169169;Wunsiedel, St;2
94795442158;Thiersheim, M;2
94795443147;Schirnding, M;2
94795444111;Bad Alexandersbad;2
95630000000;Fürth;2
95710180180;Neuendettelsau;2
95710193193;Rothenburg ob der Tauber, GKSt;2
95715506216;Weidenbach, M;2
95730127127;Stein, St;2
95740156156;Schwaig b.Nürnberg;2
95750112112;Bad Windsheim, St;2
95750153153;Neustadt a.d.Aisch, St;2
95770177177;Weißenburg i.Bay., GKSt;2
96710134134;Kahl a.Main;2
96720113113;Bad Brückenau, St;2
96730114114;Bad Neustadt a.d.Saale, St;2
96770155155;Lohr a.Main, St;2
96770157157;Marktheidenfeld, St;2
96785642134;Gerolzhofen, St;2
96790175175;Randersacker, M;2
96790202202;Veitshöchheim;2
96790209209;Zell a.Main, M;2
97620000000;Kaufbeuren;2
97640000000;Memmingen;2
97760111111;Bodolz;2
97760117117;Lindenberg i.Allgäu, St;2
97760120120;Nonnenhorn;2
97760125125;Scheidegg, M;2
97760128128;Wasserburg (Bodensee);2
97765738121;Oberreute;2
97770159159;Pfronten;2
97770169169;Schwangau;2
97790194194;Nördlingen, GKSt;2
97800115115;Blaichach;2
97800118118;Burgberg i.Allgäu;2
97800123123;Bad Hindelang, M;2
97800124124;Immenstadt i.Allgäu, St;2
97805742121;Fischen i.Allgäu;2
97805742131;Obermaiselstein;2
97805742134;Ofterschwang;2
100411000000;Friedrichsthal, Stadt;2
120620000000;Doberlug-Kirchhain, Stadt;2
120625000000;Bad Liebenwerda, Stadt;2
120635000000;Friesack, Stadt;2
120676000000;Brieskow-Finkenheerd;2
120725000000;Dahme/Mark, Stadt;2
130710000000;Dargun, Stadt;2
130745000000;Bad Kleinen;2
130756000000;Buggenhagen;2
145211000000;Raschau-Markersbach;2
145215000000;Bärenstein;2
145220000000;Augustusburg, Stadt;2
145225000000;Burgstädt, Stadt;2
146265000000;Bad Muskau, Stadt;2
147295000000;Bad Lausick, Stadt;2
147300000000;Bad Düben, Stadt;2
150840000000;Elsteraue;2
150850000000;Ballenstedt, Stadt;2
150905000000;Arneburg, Stadt;2
150910000000;Annaburg, Stadt;2
160610000000;Heilbad Heiligenstadt, Stadt;2
160650000000;Bad Frankenhausen/Kyffhäuser, Stadt;2
160750000000;Hirschberg, Stadt;2
10515166090;Ramhusen;2,5
10515169102;Schlichting;2,5
10515169131;Westerborstel;2,5
10515169139;Süderdorf;2,5
10515175126;Wennbüttel;2,5
10515178043;Hedwigenkoog;2,5
10535318092;Müssen;2,5
10535318119;Siebeneichen;2,5
10535323131;Wiershop;2,5
10535358043;Groß Sarau;2,5
10535358136;Ziethen (Kreis Herzogtum Lauenburg);2,5
10535373091;Mühlenrade;2,5
10535373106;Sahms;2,5
10535391108;Sandesneben;2,5
10545489136;Tinningstedt;2,5
10545494045;Högel;2,5
10565690023;Heidgraben;2,5
10585803126;Ottendorf (Kreis Rendsburg-Eckernförde);2,5
10585864120;Oldenhütten;2,5
10585889143;Schmalstede;2,5
10585890111;Neu Duvenstedt;2,5
10595912138;Langstedt;2,5
10595912169;Süderhackstedt;2,5
10595915056;Lottorf;2,5
10605024026;Gönnebek;2,5
10605053022;Fredesdorf;2,5
10605086024;Geschendorf;2,5
10605086081;Strukdorf;2,5
10615138008;Bekdorf;2,5
10615138100;Silzen;2,5
10615168085;Pöschendorf;2,5
10615189117;Wulfsmoor;2,5
10625218014;Delingsdorf;2,5
10625244025;Hamberge;2,5
31515402003;Bergfeld;2,5
31515404022;Ribbesbüttel;2,5
31515407026;Schönewörde;2,5
32515401029;Quernheim;2,5
32515405019;Hemsloh;2,5
32555409036;Wangelnstedt;2,5
32565402012;Heemsen;2,5
32565402027;Rohrsen;2,5
32565408004;Diepenau, Flecken;2,5
32565408024;Raddestorf;2,5
33555404041;Westergellersen;2,5
33575404011;Deinstedt;2,5
33575405034;Lengenbostel;2,5
33575405048;Tiste;2,5
33575405056;Wohnste;2,5
33575406028;Horstedt (Landkreis Rotenburg (Wümme));2,5
33575407052;Vorwerk;2,5
33595401037;Sauensiek;2,5
33595405034;Nottensdorf;2,5
33595409015;Engelschoff;2,5
34530007007;Friesoythe, Stadt;2,5
34530009009;Lastrup;2,5
34540010010;Emsbüren;2,5
34545401025;Kluse;2,5
34545401030;Lehe (Landkreis Emsland);2,5
34545401037;Neubörger;2,5
34545401038;Neulehe;2,5
34545402053;Thuine;2,5
34545404013;Fresenburg;2,5
34545406004;Bockhorst;2,5
34545406011;Esterwegen;2,5
34545406051;Surwold;2,5
34545407005;Börger;2,5
34545407024;Klein Berßen;2,5
34545408034;Lünne;2,5
34545408049;Spelle;2,5
34545409042;Rastdorf;2,5
34545409057;Werlte, Stadt;2,5
34565401009;Hoogstede;2,5
34565402013;Lage;2,5
34565404026;Wilsum;2,5
34585401012;Prinzhöfte;2,5
34590034034;Glandorf;2,5
34595402001;Alfhausen;2,5
34595404026;Merzen;2,5
34600005005;Holdorf (Landkreis Vechta);2,5
34600007007;Neuenkirchen-Vörden;2,5
34600008008;Steinfeld (Oldenburg);2,5
34600010010;Visbek;2,5
55540024024;Heek;2,5
55540036036;Legden;2,5
55540052052;Schöppingen;2,5
55660096096;Wettringen (Kreis Steinfurt);2,5
55700012012;Beelen;2,5
57620040040;Willebadessen, Stadt;2,5
57660004004;Augustdorf;2,5
57740020020;Delbrück, Stadt;2,5
57740028028;Lichtenau, Stadt (Kreis Paderborn);2,5
66340020020;Ottrau;2,5
71325003068;Mauden;2,5
71325006013;Breitscheidt;2,5
71325006028;Etzbach;2,5
71325010017;Busenhausen;2,5
71325010022;Eichelhardt;2,5
71325010029;Eulenberg;2,5
71325010056;Idelberg;2,5
71325010116;Willroth;2,5
71335006044;Hergenfeld;2,5
71335006075;Oberstreit;2,5
71335009041;Heimweiler;2,5
71335009047;Horbach;2,5
71345002018;Dambach;2,5
71345002023;Ellenberg (Landkreis Birkenfeld);2,5
71345005009;Berschweiler bei Kirn;2,5
71345005069;Rhaunen;2,5
71355002038;Hambuch;2,5
71355002046;Kalenborn (Landkreis Cochem-Zell);2,5
71355005088;Walhausen;2,5
71375002030;Gierschnach;2,5
71375003066;Luxem;2,5
71385005025;Hanroth;2,5
71385005074;Urbach (Landkreis Neuwied);2,5
71385009053;Oberhonnefeld-Gierend;2,5
71405003042;Gödenroth;2,5
71405004122;Reckershausen;2,5
71405004130;Rohrbach (Landkreis Rhein-Hunsrück-Kreis);2,5
71405004146;Sohrschied;2,5
71405008138;Schnorbach;2,5
71405008148;Steinbach;2,5
71405009075;Kratzenburg;2,5
71415007094;Niederbachheim;2,5
71415007110;Hainau;2,5
71415007134;Weidenbach (Landkreis Rhein-Lahn-Kreis);2,5
71415011010;Berghausen;2,5
71435001255;Lautzenbrücken;2,5
71435002261;Marzhausen;2,5
71435004008;Daubach (Landkreis Westerwaldkreis);2,5
71435004023;Görgeshausen;2,5
71435004024;Großholbach;2,5
71435006214;Bretthausen;2,5
71435006244;Homberg (Landkreis Westerwaldkreis);2,5
71435006256;Liebenscheid;2,5
71435006283;Oberroßbach;2,5
71435006302;Waigandshain;2,5
71435009226;Girkenroth;2,5
71435009307;Weltersburg;2,5
72315006032;Etgert;2,5
72315008023;Dodenburg;2,5
72315008044;Greimerath;2,5
72325001217;Eilscheid;2,5
72325001220;Eschfeld;2,5
72325001221;Euscheid;2,5
72325001233;Hargarten;2,5
72325001259;Leidenborn;2,5
72325001287;Olmscheid;2,5
72325001297;Reiff;2,5
72325001298;Reipeldingen;2,5
72325001309;Sengerich;2,5
72325005005;Ammeldingen bei Neuerburg;2,5
72325005056;Hütten (Landkreis Eifelkreis Bitburg-Prüm);2,5
72325006207;Brandscheid (Landkreis Eifelkreis Bitburg-Prüm);2,5
72325006250;Kleinlangenfeld;2,5
72325006284;Oberlauch;2,5
72325006288;Olzheim;2,5
72325006327;Winringen;2,5
72325008101;Orsfeld;2,5
72325008124;Stockem;2,5
72335001049;Nerdlen;2,5
72335006235;Reuth;2,5
72355004010;Bonerath;2,5
72355004129;Sommerau;2,5
72355008105;Paschel;2,5
73315007009;Bermersheim;2,5
73315007028;Frettenheim;2,5
73335004005;Bennhausen;2,5
73335004045;Marnheim;2,5
73345001014;Knittelsheim;2,5
73345005018;Lustadt;2,5
73345005028;Schwegenheim;2,5
73345005032;Weingarten (Pfalz);2,5
73355001202;Langwieden;2,5
73365008005;Aschbach;2,5
73365008012;Buborn;2,5
73365008049;Kappeln;2,5
73365008100;Unterjeckenbach;2,5
73375001083;Wernersberg;2,5
73375002037;Hergersweiler;2,5
73375003011;Böbingen;2,5
73395007028;Hillesheim;2,5
73405002006;Dimbach;2,5
73405008221;Riedelberg;2,5
73405009216;Krähenberg;2,5
81155005004;Bondorf;2,5
81155005034;Mötzingen;2,5
81155005053;Jettingen;2,5
81255002049;Kirchardt;2,5
81255003017;Cleebronn;2,5
81255004047;Ittlingen;2,5
81255014057;Lehrensteinsfeld;2,5
81270008008;Blaufelden;2,5
81285001006;Assamstadt;2,5
81365002037;Kirchheim am Ries;2,5
81365003018;Ellenberg (Landkreis Ostalbkreis);2,5
81365003035;Jagstzell;2,5
81365008061;Ruppertshofen (Landkreis Ostalbkreis);2,5
81365009068;Stödtlen;2,5
82155002025;Gondelsheim;2,5
82355001066;Simmersfeld;2,5
83175004046;Hofstetten (Landkreis Ortenaukreis);2,5
83275001004;Bärenthal;2,5
83275001041;Renquishausen;2,5
83275002007;Bubsheim;2,5
83275002009;Deilingen;2,5
83275002040;Reichenbach am Heuberg;2,5
83275004006;Böttingen;2,5
83275004017;Frittlingen;2,5
83275004023;Hausen ob Verena;2,5
83275005012;Durchhausen;2,5
83275006038;Neuhausen ob Eck;2,5
83365006004;Aitern;2,5
83365008075;Schallbach;2,5
84165003049;Neustetten;2,5
84175005045;Nusplingen;2,5
84175005047;Obernheim;2,5
84175006015;Dormettingen;2,5
84175006078;Zimmern unter der Burg;2,5
84255005050;Griesingen;2,5
84255005088;Oberdischingen;2,5
84255006110;Schnürpflingen;2,5
84255008011;Asselfingen;2,5
84255008092;Öllingen;2,5
84255008130;Weidenstetten;2,5
84255009008;Amstetten;2,5
84255010055;Hausen am Bussen;2,5
84255010090;Obermarchtal;2,5
84255010091;Oberstadion;2,5
84255010104;Rottenacker;2,5
84265001006;Allmannsweiler;2,5
84265001036;Dürnau (Landkreis Biberach);2,5
84265003011;Attenweiler;2,5
84265004019;Berkheim;2,5
84265004065;Kirchberg an der Iller;2,5
84265006043;Erlenmoos;2,5
84265006135;Gutenzell-Hürbel;2,5
84265007124;Uttenweiler;2,5
84265009125;Wain;2,5
84360094094;Argenbühl;2,5
84365001024;Ebenweiler;2,5
84365001027;Eichstegen;2,5
84375003072;Leibertingen;2,5
91715101124;Mehring (Landkreis Altötting);2,5
91715102122;Kirchweidach;2,5
91715102134;Tyrlaching;2,5
91715104126;Perach;2,5
91715104129;Reischach;2,5
91720134134;Teisendorf, M;2,5
91730130130;Icking;2,5
91740137137;Pfaffenhofen a.d.Glonn;2,5
91755112112;Aßling;2,5
91760112112;Altmannstein, M;2,5
91760121121;Dollnstein, M;2,5
91760161161;Stammham (Landkreis Eichstätt);2,5
91760166166;Wellheim, M;2,5
91765116124;Eitensheim;2,5
91765118111;Adelschlag;2,5
91770113113;Bockhorn (Landkreis Erding);2,5
91770120120;Fraunberg;2,5
91770127127;Lengdorf;2,5
91775121142;Walpertskirchen;2,5
91775125122;Inning a.Holz;2,5
91780122122;Rudelzhausen;2,5
91785129125;Gammelsdorf;2,5
91785129132;Hörgertshausen;2,5
91785129142;Mauern;2,5
